order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,sales,discount,profit,customer_id
2542,2022-12-08,Standard Class,Corporate,United States,Scottsdale,Arizona,85254,West,Furniture,Furnishings,FUR-FU-10002759,90,110,7,4,770,30.8,109.20000000000005,Cor_Sco_Ari
2543,2022-02-13,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10002191,130,140,3,2,420,8.4,21.600000000000023,Cor_Phi_Pen
2544,2023-06-21,Standard Class,Home Office,United States,Malden,Massachusetts,2148,East,Furniture,Bookcases,FUR-BO-10003450,160,170,3,3,510,15.3,14.699999999999989,Hom_Mal_Mas
2545,2023-09-15,Standard Class,Home Office,United States,Malden,Massachusetts,2148,East,Office Supplies,Labels,OFF-LA-10000248,10,10,4,3,40,1.2,-1.2000000000000028,Hom_Mal_Mas
2546,2023-06-27,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,OFF-ST-10004804,180,210,4,4,840,33.6,86.39999999999998,Con_San_Cal
2547,2023-09-10,Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Bookcases,FUR-BO-10001337,80,100,1,4,100,4.0,16.0,Con_San_Cal
2548,2023-11-16,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,OFF-AR-10002255,0,0,1,5,0,0.0,0.0,Con_Pho_Ari
2549,2023-01-07,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,TEC-PH-10002624,1520,1880,5,3,9400,282.0,1518.0,Con_Pho_Ari
2550,2023-04-10,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,OFF-PA-10001878,260,310,8,3,2480,74.4,325.5999999999999,Con_Pho_Ari
2551,2023-03-07,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,OFF-LA-10000452,10,10,2,2,20,0.4,-0.3999999999999986,Con_Pho_Ari
2552,2023-07-31,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10004665,750,820,6,2,4920,98.4,321.60000000000036,Con_Hen_Ken
2553,2022-04-30,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,OFF-BI-10000088,20,20,2,4,40,1.6,-1.6000000000000014,Con_Hen_Ken
2554,2022-08-14,Standard Class,Home Office,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,OFF-PA-10000029,30,30,4,2,120,2.4,-2.4000000000000057,Hom_Col_Sou
2555,2022-10-13,Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Phones,TEC-PH-10000369,670,710,7,4,4970,198.8,81.19999999999982,Con_Tal_Flo
2556,2023-12-14,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001590,40,50,2,4,100,4.0,16.0,Con_New_New
2557,2022-08-19,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Furnishings,FUR-FU-10004909,40,50,8,5,400,20.0,60.0,Cor_Hou_Tex
2558,2023-06-04,Standard Class,Corporate,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,OFF-AP-10002287,10,10,2,5,20,1.0,-1.0,Cor_Cor_Flo
2559,2022-11-30,Standard Class,Consumer,United States,Orem,Utah,84057,West,Furniture,Bookcases,FUR-BO-10004357,1340,1410,7,4,9870,394.8,95.20000000000073,Con_Ore_Uta
2560,2022-06-17,Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Labels,OFF-LA-10003766,20,20,5,4,100,4.0,-4.0,Con_Ore_Uta
2561,2022-02-06,Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Storage,OFF-ST-10000046,290,320,2,5,640,32.0,28.0,Con_Ore_Uta
2562,2023-03-25,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Labels,OFF-LA-10003190,10,10,4,2,40,0.8,-0.7999999999999972,Con_Nas_Ten
2563,2023-06-19,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,OFF-PA-10002787,10,10,2,4,20,0.8,-0.8000000000000007,Con_Nas_Ten
2564,2022-12-21,Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10000387,20,20,1,5,20,1.0,-1.0,Cor_New_New
2565,2022-04-27,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10001291,20,30,2,3,60,1.8,18.200000000000003,Cor_New_New
2566,2022-03-21,First Class,Consumer,United States,Bowling Green,Kentucky,42104,South,Technology,Accessories,TEC-AC-10003116,60,70,4,5,280,14.0,26.0,Con_Bow_Ken
2567,2022-02-08,Second Class,Consumer,United States,Bellingham,Washington,98226,West,Office Supplies,Binders,OFF-BI-10001308,30,30,5,2,150,3.0,-3.0,Con_Bel_Was
2568,2023-01-21,Second Class,Consumer,United States,Bellingham,Washington,98226,West,Furniture,Tables,FUR-TA-10003954,2540,2670,9,5,24030,1201.5,-31.5,Con_Bel_Was
2569,2022-12-03,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10003282,390,480,8,4,3840,153.6,566.4000000000001,Cor_New_New
2570,2023-07-19,Same Day,Corporate,United States,Newark,Ohio,43055,East,Technology,Phones,TEC-PH-10000576,150,160,2,4,320,12.8,7.199999999999989,Cor_New_Ohi
2571,2023-01-09,Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,OFF-AR-10004441,10,10,4,4,40,1.6,-1.6000000000000014,Cor_New_Ohi
2572,2022-07-16,Standard Class,Home Office,United States,Woodstock,Illinois,60098,Central,Office Supplies,Art,OFF-AR-10003759,0,0,2,3,0,0.0,0.0,Hom_Woo_Ill
2573,2023-11-02,Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Technology,Accessories,TEC-AC-10004145,1270,1400,7,5,9800,490.0,420.0,Con_Car_Tex
2574,2022-12-20,Standard Class,Home Office,United States,Lafayette,Indiana,47905,Central,Furniture,Furnishings,FUR-FU-10000293,460,530,5,4,2650,106.0,244.0,Hom_Laf_Ind
2575,2022-02-01,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,OFF-EN-10004955,20,20,3,3,60,1.8,-1.7999999999999972,Cor_Col_Geo
2576,2022-01-20,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,OFF-BI-10001071,290,320,5,2,1600,32.0,118.0,Cor_Col_Geo
2577,2022-09-12,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,OFF-EN-10001990,10,10,2,4,20,0.8,-0.8000000000000007,Cor_Col_Geo
2578,2022-03-20,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,OFF-AP-10002734,570,680,3,5,2040,102.0,228.0,Cor_Col_Geo
2579,2023-11-14,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,FUR-FU-10004587,50,60,3,3,180,5.4,24.599999999999994,Hom_Ale_Vir
2580,2023-05-27,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,OFF-ST-10004337,400,490,8,3,3920,117.6,602.4000000000001,Hom_Ale_Vir
2581,2022-04-09,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,OFF-PA-10003072,20,20,3,5,60,3.0,-3.0,Hom_Ale_Vir
2582,2023-07-20,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,OFF-PA-10000380,20,20,2,3,40,1.2,-1.2000000000000028,Hom_Ale_Vir
2583,2022-08-14,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,TEC-PH-10004833,140,160,13,3,2080,62.4,197.5999999999999,Hom_Ale_Vir
2584,2023-03-27,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,FUR-FU-10001847,10,10,3,4,30,1.2,-1.1999999999999993,Hom_Ale_Vir
2585,2022-01-28,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,TEC-PH-10002103,170,190,2,2,380,7.6,32.39999999999998,Hom_Ale_Vir
2586,2023-09-25,Standard Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Envelopes,OFF-EN-10001137,10,10,2,4,20,0.8,-0.8000000000000007,Cor_Hal_Tex
2587,2023-07-01,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10001476,210,250,7,5,1750,87.5,192.5,Con_New_New
2588,2022-01-11,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10002045,20,20,1,5,20,1.0,-1.0,Con_New_New
2589,2022-07-23,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,OFF-ST-10001505,10,10,1,5,10,0.5,-0.5,Hom_Los_Cal
2590,2023-07-02,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10001433,200,250,3,4,750,30.0,120.0,Hom_Los_Cal
2591,2022-11-03,Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Furnishings,FUR-FU-10004671,10,10,2,4,20,0.8,-0.8000000000000007,Con_Whe_Ill
2592,2022-09-25,Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Tables,FUR-TA-10003569,500,600,3,4,1800,72.0,228.0,Con_Whe_Ill
2593,2023-02-06,Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Technology,Phones,TEC-PH-10002807,80,80,2,3,160,4.8,-4.800000000000011,Cor_Sum_Sou
2594,2022-12-21,Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Office Supplies,Binders,OFF-BI-10001597,270,330,8,2,2640,52.8,427.1999999999998,Cor_Sum_Sou
2595,2023-06-04,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,OFF-EN-10003296,160,180,2,3,360,10.8,29.19999999999999,Cor_Col_Ind
2596,2023-11-03,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,OFF-BI-10004632,840,910,3,2,2730,54.6,155.4000000000001,Cor_Col_Ind
2597,2022-09-23,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Technology,Phones,TEC-PH-10002310,500,590,3,3,1770,53.1,216.9000000000001,Cor_Col_Ind
2598,2022-04-10,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Storage,OFF-ST-10000078,460,530,2,3,1060,31.8,108.20000000000005,Cor_Col_Ind
2599,2022-10-10,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10001752,10,10,3,3,30,0.9,-0.8999999999999986,Cor_Col_Ind
2600,2022-02-04,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10000026,100,120,2,4,240,9.6,30.400000000000006,Con_New_New
2601,2022-08-27,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,OFF-SU-10002573,100,120,7,3,840,25.2,114.79999999999995,Con_New_New
2602,2022-08-17,Same Day,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000349,10,10,3,4,30,1.2,-1.1999999999999993,Con_New_New
2603,2023-09-14,Same Day,Consumer,United States,New York City,New York,10035,East,Technology,Machines,TEC-MA-10003356,1240,1350,3,5,4050,202.5,127.5,Con_New_New
2604,2023-12-13,Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10000362,110,140,1,3,140,4.2,25.80000000000001,Con_New_New
2605,2022-06-07,Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10003878,50,60,4,4,240,9.6,30.400000000000006,Con_New_New
2606,2022-04-15,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10000591,0,0,1,2,0,0.0,0.0,Cor_Jac_Flo
2607,2023-08-05,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Art,OFF-AR-10003727,20,20,1,2,20,0.4,-0.3999999999999986,Hom_San_Cal
2608,2022-12-26,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Accessories,TEC-AC-10001635,20,20,3,5,60,3.0,-3.0,Cor_Arl_Tex
2609,2023-11-06,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,OFF-LA-10001317,0,0,1,4,0,0.0,0.0,Cor_Arl_Tex
2610,2023-12-11,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Tables,FUR-TA-10000577,1160,1220,5,2,6100,122.0,178.0,Cor_Arl_Tex
2611,2022-07-02,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,OFF-LA-10000248,10,10,2,3,20,0.6,-0.6000000000000014,Cor_Arl_Tex
2612,2022-12-17,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Paper,OFF-PA-10000955,20,20,3,2,60,1.2,-1.2000000000000028,Cor_Arl_Tex
2613,2023-10-16,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,FUR-FU-10000221,10,10,3,3,30,0.9,-0.8999999999999986,Cor_Arl_Tex
2614,2023-12-13,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,FUR-CH-10002304,40,40,2,4,80,3.2,-3.200000000000003,Cor_Los_Cal
2615,2023-05-21,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10004886,210,230,3,2,690,13.8,46.200000000000045,Cor_Los_Cal
2616,2022-03-02,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10001525,20,20,6,4,120,4.8,-4.799999999999997,Cor_Los_Cal
2617,2022-04-04,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10003663,10,10,2,3,20,0.6,-0.6000000000000014,Con_San_Cal
2618,2022-05-14,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001294,100,120,13,5,1560,78.0,182.0,Con_San_Cal
2619,2023-10-01,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Art,OFF-AR-10000369,0,0,3,5,0,0.0,0.0,Cor_Car_New
2620,2022-11-05,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Technology,Phones,TEC-PH-10001300,60,70,4,4,280,11.2,28.80000000000001,Cor_Car_New
2621,2022-11-25,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Storage,OFF-ST-10000876,30,40,3,2,120,2.4,27.599999999999994,Cor_Car_New
2622,2023-12-28,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Labels,OFF-LA-10001404,20,20,5,4,100,4.0,-4.0,Cor_Car_New
2623,2023-02-28,Second Class,Corporate,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,OFF-PA-10001972,30,30,4,2,120,2.4,-2.4000000000000057,Cor_Sai_Mis
2624,2023-04-11,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,TEC-CO-10004722,10300,11200,4,2,44800,896.0,2704.0,Hom_New_New
2625,2022-12-17,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10001494,2160,2400,8,5,19200,960.0,960.0,Hom_New_New
2626,2023-09-16,First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Envelopes,OFF-EN-10002500,60,60,5,5,300,15.0,-15.0,Hom_New_New
2627,2022-01-15,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10003800,50,50,1,3,50,1.5,-1.5,Hom_New_New
2628,2023-05-11,First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Accessories,TEC-AC-10002399,60,60,4,3,240,7.2,-7.199999999999989,Cor_Spr_Ohi
2629,2023-06-29,First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Machines,TEC-MA-10002210,550,650,7,5,4550,227.5,472.5,Cor_Spr_Ohi
2630,2023-12-15,First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,OFF-BI-10003196,10,10,10,3,100,3.0,-3.0,Cor_Spr_Ohi
2631,2023-06-15,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,OFF-PA-10000477,10,10,3,3,30,0.9,-0.8999999999999986,Con_Tul_Okl
2632,2022-01-04,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10000076,40,40,2,2,80,1.6,-1.5999999999999943,Con_Sea_Was
2633,2022-03-22,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10002017,30,40,2,4,80,3.2,16.799999999999997,Con_Sea_Was
2634,2022-04-16,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10004287,180,220,1,5,220,11.0,29.0,Con_Sea_Was
2635,2023-03-09,Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,FUR-FU-10003829,0,0,2,3,0,0.0,0.0,Cor_Fay_Nor
2636,2022-05-03,Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,OFF-BI-10004728,10,10,5,4,50,2.0,-2.0,Cor_Fay_Nor
2637,2022-02-24,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10000046,300,320,2,5,640,32.0,8.0,Cor_Los_Cal
2638,2023-04-27,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000697,20,20,4,3,80,2.4,-2.4000000000000057,Con_New_New
2639,2023-05-08,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000848,10,10,3,5,30,1.5,-1.5,Con_New_New
2640,2022-07-16,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10004691,60,60,3,3,180,5.4,-5.400000000000006,Con_New_New
2641,2023-05-26,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10000595,760,860,4,3,3440,103.2,296.8000000000002,Con_New_New
2642,2023-09-02,Standard Class,Consumer,United States,Hot Springs,Arkansas,71901,South,Technology,Accessories,TEC-AC-10000927,30,30,1,4,30,1.2,-1.1999999999999993,Con_Hot_Ark
2643,2022-09-21,First Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,OFF-PA-10001289,160,190,6,5,1140,57.0,123.0,Con_Aur_Ill
2644,2022-05-02,Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Technology,Phones,TEC-PH-10003092,40,40,1,2,40,0.8,-0.7999999999999972,Hom_Ral_Nor
2645,2022-10-15,Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,FUR-FU-10000206,20,20,8,3,160,4.8,-4.800000000000011,Hom_Ral_Nor
2646,2022-01-27,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,FUR-FU-10004270,50,60,3,3,180,5.4,24.599999999999994,Con_Tul_Okl
2647,2022-04-09,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,OFF-BI-10000948,40,40,3,5,120,6.0,-6.0,Con_Tul_Okl
2648,2022-12-07,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,OFF-PA-10000223,10,10,2,3,20,0.6,-0.6000000000000014,Con_Tul_Okl
2649,2022-02-08,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,FUR-FU-10004665,690,820,6,4,4920,196.8,583.1999999999998,Con_Tul_Okl
2650,2022-10-27,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Phones,TEC-PH-10000215,90,100,3,3,300,9.0,21.0,Con_Tul_Okl
2651,2022-07-23,Standard Class,Corporate,United States,Hesperia,California,92345,West,Furniture,Bookcases,FUR-BO-10004467,350,420,5,5,2100,105.0,245.0,Cor_Hes_Cal
2652,2023-04-13,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,OFF-BI-10000829,10,10,3,4,30,1.2,-1.1999999999999993,Cor_Pro_Uta
2653,2023-06-09,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,OFF-BI-10003712,10,10,3,4,30,1.2,-1.1999999999999993,Cor_Pro_Uta
2654,2023-01-02,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Paper,OFF-PA-10000062,140,160,3,4,480,19.2,40.80000000000001,Cor_Pro_Uta
2655,2022-10-30,Second Class,Corporate,United States,Provo,Utah,84604,West,Furniture,Bookcases,FUR-BO-10003404,1080,1290,3,4,3870,154.8,475.1999999999998,Cor_Pro_Uta
2656,2022-06-01,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,OFF-BI-10004233,30,30,2,5,60,3.0,-3.0,Cor_Pro_Uta
2657,2023-11-08,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Storage,OFF-ST-10001272,220,260,2,2,520,10.4,69.60000000000002,Cor_Pro_Uta
2658,2022-12-13,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Labels,OFF-LA-10001175,10,10,5,2,50,1.0,-1.0,Cor_Pro_Uta
2659,2022-08-21,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,OFF-EN-10004030,10,10,3,5,30,1.5,-1.5,Con_San_Cal
2660,2022-07-10,Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Furniture,Chairs,FUR-CH-10004287,720,880,4,5,3520,176.0,464.0,Cor_Gil_Ari
2661,2023-08-25,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10002834,1580,1980,11,2,21780,435.6,3964.4000000000015,Cor_New_New
2662,2023-09-15,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,OFF-EN-10003055,70,80,2,4,160,6.4,13.599999999999994,Cor_New_New
2663,2023-02-18,First Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10003460,10,10,2,5,20,1.0,-1.0,Hom_Spr_Mis
2664,2023-03-31,First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Labels,OFF-LA-10001569,0,0,1,5,0,0.0,0.0,Con_Mem_Ten
2665,2022-10-01,First Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Tables,FUR-TA-10004534,300,370,3,4,1110,44.4,165.5999999999999,Con_Mem_Ten
2666,2023-04-04,First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,OFF-BI-10002954,0,0,2,5,0,0.0,0.0,Con_Mem_Ten
2667,2023-06-22,Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Technology,Accessories,TEC-AC-10003832,60,80,3,3,240,7.2,52.80000000000001,Con_Ama_Tex
2668,2023-09-30,Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,OFF-PA-10000474,30,30,1,2,30,0.6,-0.6000000000000014,Con_Ama_Tex
2669,2023-05-23,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Chairs,FUR-CH-10002774,30,40,1,3,40,1.2,8.799999999999997,Hom_Los_Cal
2670,2022-06-14,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,OFF-AP-10002765,100,110,4,2,440,8.8,31.19999999999999,Hom_Los_Cal
2671,2022-11-09,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,OFF-PA-10001144,140,170,3,2,510,10.2,79.80000000000001,Cor_Low_Mas
2672,2022-11-25,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Furniture,Chairs,FUR-CH-10003761,730,790,6,4,4740,189.6,170.39999999999964,Cor_Low_Mas
2673,2022-02-15,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,OFF-PA-10004665,20,30,2,2,60,1.2,18.799999999999997,Cor_Low_Mas
2674,2023-01-06,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Storage,OFF-ST-10000078,1100,1330,5,5,6650,332.5,817.5,Cor_Low_Mas
2675,2022-10-16,Same Day,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,OFF-PA-10000357,140,170,3,5,510,25.5,64.5,Con_San_Cal
2676,2023-06-23,Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,OFF-AR-10000422,10,10,5,3,50,1.5,-1.5,Con_Ash_Nor
2677,2022-03-24,Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Appliances,OFF-AP-10001205,30,40,1,4,40,1.6,8.399999999999999,Con_Ash_Nor
2678,2023-11-30,Same Day,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,OFF-BI-10001116,10,10,7,5,70,3.5,-3.5,Con_Pue_Col
2679,2022-12-20,Same Day,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,OFF-BI-10002931,30,30,2,2,60,1.2,-1.2000000000000028,Con_Pue_Col
2680,2022-11-23,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,OFF-BI-10000546,10,10,5,2,50,1.0,-1.0,Hom_Jac_Mic
2681,2023-02-15,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Accessories,TEC-AC-10002049,520,620,5,4,3100,124.0,376.0,Hom_Jac_Mic
2682,2023-03-18,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,OFF-BI-10001196,70,90,4,2,360,7.2,72.80000000000001,Hom_Jac_Mic
2683,2022-04-08,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Machines,TEC-MA-10002981,310,350,3,5,1050,52.5,67.5,Hom_Jac_Mic
2684,2022-07-17,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,TEC-PH-10003601,130,160,1,5,160,8.0,22.0,Hom_Jac_Mic
2685,2022-09-26,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10000632,250,310,9,2,2790,55.8,484.1999999999998,Con_Los_Cal
2686,2023-01-19,Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Envelopes,OFF-EN-10003055,90,100,3,3,300,9.0,21.0,Con_Tho_Nor
2687,2023-11-03,Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Binders,OFF-BI-10001031,0,0,2,3,0,0.0,0.0,Con_Tho_Nor
2688,2022-01-17,First Class,Consumer,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,OFF-BI-10002003,0,0,5,5,0,0.0,0.0,Con_Peo_Ill
2689,2022-02-09,First Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10003016,20,20,5,5,100,5.0,-5.0,Cor_Los_Cal
2690,2022-10-21,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,OFF-AR-10004582,10,10,4,4,40,1.6,-1.6000000000000014,Con_Chi_Ill
2691,2022-03-24,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10004364,10,10,3,2,30,0.6,-0.6000000000000014,Con_Phi_Pen
2692,2022-04-12,Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Office Supplies,Paper,OFF-PA-10002246,20,20,3,2,60,1.2,-1.2000000000000028,Con_Eng_Col
